"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-04-09,"Produto 8",4,25,1,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",4,-96
2021-04-10,"Produto 3",3,14,30,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",90,48
2021-04-11,"Produto 2",3,5,7,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",21,6
2021-04-12,"Produto 6",3,28,11,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",33,-51
2021-04-13,"Produto 7",3,9,1,"Cliente 5","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-24
2021-04-14,"Produto 3",3,25,32,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",96,21
2021-04-15,"Produto 1",3,22,39,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",117,51
2021-04-16,"Produto 10",1,8,36,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",36,28
2021-04-17,"Produto 3",3,14,29,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",87,45
2021-04-18,"Produto 8",5,25,37,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",185,60
2021-04-19,"Produto 3",2,8,7,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",14,-2
2021-04-20,"Produto 8",3,22,11,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",33,-33
2021-04-21,"Produto 5",4,7,36,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",144,116
2021-04-22,"Produto 6",2,15,39,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",78,48
2021-04-23,"Produto 9",5,14,36,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",180,110
2021-04-24,"Produto 10",1,5,32,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",32,27
2021-04-25,"Produto 3",2,7,30,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",60,46
2021-04-26,"Produto 2",5,14,1,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",5,-65
2021-04-27,"Produto 2",3,28,29,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",87,3
2021-04-28,"Produto 7",3,9,1,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",3,-24
2021-04-29,"Produto 7",3,23,32,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",96,27
2021-04-30,"Produto 5",2,23,14,"Cliente 9","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",28,-18
2021-05-01,"Produto 7",3,25,36,"Cliente 3","Janga, Paulista - PE
, Brazil","Debito","Delivery",108,33
2021-05-02,"Produto 8",1,23,30,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",30,7
2021-05-03,"Produto 5",3,28,32,"Cliente 3","Janga, Paulista - PE
, Brazil","Debito","Delivery",96,12
2021-05-04,"Produto 2",3,8,29,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",87,63
2021-05-05,"Produto 6",4,5,32,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",128,108
2021-05-06,"Produto 9",1,25,29,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",29,4
2021-05-07,"Produto 6",2,15,1,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",2,-28
2021-05-08,"Produto 3",1,22,36,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",36,14
2021-05-09,"Produto 8",3,14,30,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",90,48
2021-05-10,"Produto 2",4,25,14,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",56,-44
2021-05-11,"Produto 8",2,8,30,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",60,44
2021-05-12,"Produto 2",3,7,30,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",90,69
2021-05-13,"Produto 3",3,23,11,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",33,-36
2021-05-14,"Produto 2",3,9,39,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",117,90
2021-05-15,"Produto 1",3,22,36,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",108,42
2021-05-16,"Produto 4",3,25,32,"Cliente 5","Janga, Paulista - PE
, Brazil","Dinheiro","Local",96,21
2021-05-17,"Produto 5",2,23,30,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",60,14
2021-05-18,"Produto 3",1,14,29,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",29,15
2021-05-19,"Produto 7",2,14,29,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",58,30
2021-05-20,"Produto 8",3,5,36,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",108,93
2021-05-21,"Produto 6",5,9,36,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",180,135
2021-05-22,"Produto 1",3,15,32,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",96,51
2021-05-23,"Produto 7",3,22,30,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",90,24
2021-05-24,"Produto 3",1,14,11,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",11,-3
2021-05-25,"Produto 6",5,8,1,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",5,-35
2021-05-26,"Produto 8",3,25,39,"Cliente 10","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",117,42
2021-05-27,"Produto 2",5,5,39,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",195,170
2021-05-28,"Produto 5",4,28,39,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",156,44
2021-05-29,"Produto 9",3,28,14,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",42,-42
2021-05-30,"Produto 4",2,15,39,"Cliente 9","Janga, Paulista - PE
, Brazil","Credito","Local",78,48
2021-05-31,"Produto 6",1,15,29,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",29,14
2021-06-01,"Produto 5",2,9,29,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",58,40
2021-06-02,"Produto 2",1,8,30,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",30,22
2021-06-03,"Produto 5",4,25,29,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",116,16
2021-06-04,"Produto 5",3,9,29,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",87,60
2021-06-05,"Produto 5",4,22,39,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Local",156,68
2021-06-06,"Produto 6",4,22,32,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",128,40
2021-06-07,"Produto 2",1,7,30,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",30,23
2021-06-08,"Produto 5",2,9,36,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",72,54
2021-06-09,"Produto 6",3,14,39,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Local",117,75
2021-06-10,"Produto 4",1,23,14,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",14,-9
2021-06-11,"Produto 3",1,5,32,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",32,27
2021-06-12,"Produto 5",1,28,30,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",30,2
2021-06-13,"Produto 5",2,22,7,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",14,-30
2021-06-14,"Produto 8",1,14,30,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",30,16
2021-06-15,"Produto 7",2,5,30,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",60,50
2021-06-16,"Produto 8",2,28,7,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",14,-42
2021-06-17,"Produto 8",3,8,29,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",87,63
2021-06-18,"Produto 5",1,9,11,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",11,2
2021-06-19,"Produto 9",4,7,14,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",56,28
2021-06-20,"Produto 6",2,7,36,"Cliente 2","Janga, Paulista - PE
, Brazil","Debito","Retirada",72,58
2021-06-21,"Produto 1",5,14,1,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",5,-65
2021-06-22,"Produto 7",3,15,1,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",3,-42
2021-06-23,"Produto 7",2,5,1,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",2,-8
2021-06-24,"Produto 8",2,14,30,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",60,32
2021-06-25,"Produto 3",5,15,14,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",70,-5
2021-06-26,"Produto 2",5,14,37,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",185,115
2021-06-27,"Produto 3",1,5,7,"Cliente 9","Janga, Paulista - PE
, Brazil","Credito","Local",7,2
2021-06-28,"Produto 1",1,23,30,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",30,7
2021-06-29,"Produto 5",3,8,32,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",96,72
2021-06-30,"Produto 2",2,22,39,"Cliente 10","Janga, Paulista - PE
, Brazil","Credito","Retirada",78,34
2021-07-01,"Produto 1",1,8,32,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",32,24
2021-07-02,"Produto 4",3,15,36,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",108,63
2021-07-03,"Produto 9",4,8,39,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",156,124
2021-07-04,"Produto 4",1,22,1,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",1,-21
2021-07-05,"Produto 7",2,15,29,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",58,28
2021-07-06,"Produto 2",1,15,11,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",11,-4
2021-07-07,"Produto 3",1,28,32,"Cliente 9","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",32,4
2021-07-08,"Produto 5",1,22,32,"Cliente 4","Janga, Paulista - PE
, Brazil","Debito","Delivery",32,10
2021-07-09,"Produto 4",1,22,37,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",37,15
2021-07-10,"Produto 5",3,22,14,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",42,-24
2021-07-11,"Produto 10",2,9,36,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",72,54
2021-07-12,"Produto 9",4,8,36,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",144,112
2021-07-13,"Produto 3",2,15,11,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",22,-8
2021-07-14,"Produto 5",1,25,29,"Cliente 3","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",29,4
2021-07-15,"Produto 9",3,7,39,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",117,96
2021-07-16,"Produto 9",1,5,32,"Cliente 8","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",32,27
2021-07-17,"Produto 4",5,8,1,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",5,-35
2021-07-18,"Produto 10",2,5,32,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",64,54
2021-07-19,"Produto 5",4,9,39,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",156,120
2021-07-20,"Produto 9",4,25,1,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",4,-96
2021-07-21,"Produto 5",1,28,37,"Cliente 3","Janga, Paulista - PE
, Brazil","Dinheiro","Local",37,9
2021-07-22,"Produto 4",1,9,39,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",39,30
2021-07-23,"Produto 7",2,25,29,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",58,8
2021-07-24,"Produto 2",2,22,11,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",22,-22
2021-07-25,"Produto 9",3,15,29,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",87,42
2021-07-26,"Produto 6",5,22,30,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",150,40
2021-07-27,"Produto 8",2,25,7,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",14,-36
2021-07-28,"Produto 2",1,9,39,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",39,30
2021-07-29,"Produto 6",2,15,11,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",22,-8
2021-07-30,"Produto 2",1,22,11,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",11,-11
2021-07-31,"Produto 9",3,28,32,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",96,12
2021-08-01,"Produto 2",3,9,11,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",33,6
2021-08-02,"Produto 3",1,22,1,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",1,-21
2021-08-03,"Produto 7",1,23,14,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",14,-9
2021-08-04,"Produto 10",3,28,11,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",33,-51
2021-08-05,"Produto 3",5,14,32,"Cliente 5","Janga, Paulista - PE
, Brazil","Credito","Retirada",160,90
2021-08-06,"Produto 1",1,15,39,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",39,24
2021-08-07,"Produto 3",3,8,32,"Cliente 7","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",96,72
2021-08-08,"Produto 7",5,15,29,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",145,70
2021-08-09,"Produto 10",5,15,1,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",5,-70
2021-08-10,"Produto 8",1,9,11,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",11,2
2021-08-11,"Produto 1",2,28,29,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",58,2
2021-08-12,"Produto 2",5,8,37,"Cliente 5","Janga, Paulista - PE
, Brazil","Debito","Retirada",185,145
2021-08-13,"Produto 2",3,23,30,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",90,21
2021-08-14,"Produto 7",1,8,29,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",29,21
2021-08-15,"Produto 3",3,15,37,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",111,66
2021-08-16,"Produto 10",2,8,11,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",22,6
2021-08-17,"Produto 9",3,28,30,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",90,6
2021-08-18,"Produto 3",1,14,14,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",14,0
2021-08-19,"Produto 1",1,25,36,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",36,11
2021-08-20,"Produto 5",3,25,39,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",117,42
2021-08-21,"Produto 7",4,8,37,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",148,116
2021-08-22,"Produto 2",3,22,7,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",21,-45
2021-08-23,"Produto 8",3,14,30,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",90,48
2021-08-24,"Produto 7",4,8,39,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",156,124
2021-08-25,"Produto 3",1,8,37,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",37,29
2021-08-26,"Produto 5",3,9,37,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",111,84
2021-08-27,"Produto 2",1,7,11,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",11,4
2021-08-28,"Produto 10",3,22,1,"Cliente 2","Janga, Paulista - PE
, Brazil","Debito","Retirada",3,-63
2021-08-29,"Produto 5",2,14,14,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",28,0
2021-08-30,"Produto 8",3,14,7,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",21,-21
2021-08-31,"Produto 2",4,23,39,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",156,64
2021-09-01,"Produto 6",2,5,7,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",14,4
2021-09-02,"Produto 1",4,14,7,"Cliente 3","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",28,-28
2021-09-03,"Produto 3",3,15,39,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",117,72
2021-09-04,"Produto 9",1,23,11,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",11,-12
2021-09-05,"Produto 7",5,9,29,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",145,100
2021-09-06,"Produto 9",3,7,32,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",96,75
2021-09-07,"Produto 7",2,7,32,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",64,50
2021-09-08,"Produto 1",4,14,29,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",116,60
2021-09-09,"Produto 1",2,28,32,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Delivery",64,8
2021-09-10,"Produto 4",3,25,39,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",117,42
2021-09-11,"Produto 2",5,9,14,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",70,25
2021-09-12,"Produto 8",3,5,7,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",21,6
2021-09-13,"Produto 5",2,28,7,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",14,-42
2021-09-14,"Produto 3",2,9,37,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",74,56
2021-09-15,"Produto 6",1,23,32,"Cliente 7","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",32,9
2021-09-16,"Produto 2",1,28,30,"Cliente 5","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",30,2
2021-09-17,"Produto 3",1,22,11,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",11,-11
2021-09-18,"Produto 6",2,5,29,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",58,48
2021-09-19,"Produto 6",5,14,11,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",55,-15
2021-09-20,"Produto 10",2,8,7,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",14,-2
2021-09-21,"Produto 5",1,14,29,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",29,15
